684,261,2015-09-06 08:00:00.000
690,783,2016-06-15 08:00:00.000
693,261,2015-05-14 08:00:00.000
699,696,2015-03-17 08:00:00.000
701,609,2016-09-20 08:00:00.000
706,435,2015-01-16 08:00:00.000
707,261,2016-05-04 08:00:00.000
709,87,2016-02-20 08:00:00.000
710,957,2016-02-26 08:00:00.000
712,870,2015-08-11 08:00:00.000
714,87,2015-05-13 08:00:00.000
716,174,2015-07-26 08:00:00.000
720,261,2015-02-27 08:00:00.000
723,696,2016-12-12 08:00:00.000
725,696,2015-05-02 08:00:00.000
731,783,2016-08-03 08:00:00.000
732,957,2016-07-19 08:00:00.000
734,261,2015-02-19 08:00:00.000
735,174,2016-08-28 08:00:00.000
741,261,2016-11-07 08:00:00.000
742,522,2015-12-10 08:00:00.000
747,870,2015-10-25 08:00:00.000
748,174,2016-05-02 08:00:00.000
749,870,2016-06-30 08:00:00.000
756,261,2015-11-04 08:00:00.000
761,522,2016-12-18 08:00:00.000
766,957,2015-04-10 08:00:00.000
773,957,2015-12-25 08:00:00.000
775,870,2015-04-02 08:00:00.000
776,783,2016-09-13 08:00:00.000
780,957,2015-02-16 08:00:00.000
782,261,2015-07-23 08:00:00.000
784,348,2016-09-17 08:00:00.000
785,87,2016-08-08 08:00:00.000
789,783,2016-02-17 08:00:00.000
790,696,2015-07-27 08:00:00.000
793,435,2016-12-10 08:00:00.000
794,696,2016-03-25 08:00:00.000
796,348,2015-09-11 08:00:00.000
798,957,2015-05-29 08:00:00.000
802,435,2015-10-24 08:00:00.000
803,174,2016-11-02 08:00:00.000
804,348,2016-11-02 08:00:00.000
805,783,2016-04-18 08:00:00.000
810,174,2016-06-12 08:00:00.000
812,87,2015-03-19 08:00:00.000
813,87,2016-09-09 08:00:00.000
816,348,2015-12-25 08:00:00.000
818,435,2015-05-18 08:00:00.000
819,87,2016-12-28 08:00:00.000
821,522,2016-09-25 08:00:00.000
822,783,2015-08-17 08:00:00.000
827,435,2015-02-09 08:00:00.000
828,348,2016-02-06 08:00:00.000
830,522,2015-02-17 08:00:00.000
831,87,2015-02-01 08:00:00.000
832,174,2015-01-17 08:00:00.000
834,696,2016-08-03 08:00:00.000
836,957,2015-05-01 08:00:00.000
841,870,2016-05-27 08:00:00.000
845,870,2016-03-28 08:00:00.000
846,522,2015-04-19 08:00:00.000
847,174,2016-11-12 08:00:00.000
848,522,2016-10-06 08:00:00.000
849,435,2016-03-30 08:00:00.000
850,174,2016-04-20 08:00:00.000
852,783,2015-01-01 08:00:00.000
853,435,2015-05-04 08:00:00.000
854,870,2015-11-30 08:00:00.000
857,609,2016-02-19 08:00:00.000
860,261,2016-11-09 08:00:00.000
861,87,2015-04-12 08:00:00.000
866,174,2016-07-19 08:00:00.000
867,522,2016-06-19 08:00:00.000
868,957,2016-10-26 08:00:00.000
872,522,2016-07-10 08:00:00.000
874,870,2016-11-30 08:00:00.000
876,870,2015-02-26 08:00:00.000
877,522,2015-05-29 08:00:00.000
878,261,2016-09-01 08:00:00.000
880,783,2015-03-03 08:00:00.000
882,957,2015-09-02 08:00:00.000
883,261,2015-12-22 08:00:00.000
885,87,2016-02-08 08:00:00.000
888,957,2016-05-19 08:00:00.000
891,609,2016-02-03 08:00:00.000
893,174,2016-08-10 08:00:00.000
900,609,2015-11-16 08:00:00.000
902,87,2015-10-03 08:00:00.000
904,783,2015-08-01 08:00:00.000
905,348,2016-07-17 08:00:00.000
911,696,2015-04-04 08:00:00.000
913,609,2016-03-05 08:00:00.000
918,435,2015-02-09 08:00:00.000
923,957,2015-11-09 08:00:00.000
928,87,2016-02-25 08:00:00.000
929,435,2016-05-31 08:00:00.000
930,522,2016-11-22 08:00:00.000
931,957,2016-09-19 08:00:00.000
933,261,2015-02-20 08:00:00.000
935,261,2015-12-04 08:00:00.000
936,174,2015-03-05 08:00:00.000
937,696,2015-10-20 08:00:00.000
942,522,2016-03-17 08:00:00.000
943,174,2015-11-26 08:00:00.000
945,261,2016-05-25 08:00:00.000
946,783,2015-11-24 08:00:00.000
947,783,2015-12-16 08:00:00.000
951,957,2015-08-10 08:00:00.000
952,435,2015-09-22 08:00:00.000
953,870,2015-10-28 08:00:00.000
955,261,2015-06-01 08:00:00.000
958,261,2016-11-09 08:00:00.000
959,957,2015-04-10 08:00:00.000
960,609,2016-08-10 08:00:00.000
962,957,2016-05-15 08:00:00.000
963,696,2015-05-18 08:00:00.000
967,435,2016-06-19 08:00:00.000
971,609,2016-05-29 08:00:00.000
978,609,2016-08-04 08:00:00.000
979,783,2015-01-01 08:00:00.000
980,174,2016-06-06 08:00:00.000
981,870,2016-03-26 08:00:00.000
982,435,2015-06-25 08:00:00.000
985,609,2015-07-05 08:00:00.000
988,174,2015-03-08 08:00:00.000
989,696,2015-03-01 08:00:00.000
990,435,2015-06-30 08:00:00.000
993,174,2016-12-25 08:00:00.000
995,348,2015-11-14 08:00:00.000
996,261,2015-02-09 08:00:00.000
1003,522,2016-02-28 08:00:00.000
1007,522,2015-09-07 08:00:00.000
1014,348,2016-10-29 08:00:00.000
1019,783,2015-10-22 08:00:00.000
1021,261,2015-11-15 08:00:00.000
1023,783,2016-05-13 08:00:00.000
1027,522,2016-03-08 08:00:00.000
1029,957,2015-10-10 08:00:00.000
1030,957,2016-06-05 08:00:00.000
1035,174,2016-12-07 08:00:00.000
1036,957,2015-10-10 08:00:00.000
1037,261,2015-06-01 08:00:00.000
1043,696,2015-03-18 08:00:00.000
1044,696,2015-04-22 08:00:00.000
1045,87,2015-01-12 08:00:00.000
1047,696,2015-10-31 08:00:00.000
1048,609,2015-03-30 08:00:00.000
1049,609,2016-10-14 08:00:00.000
1053,696,2015-03-09 08:00:00.000
1055,87,2016-05-10 08:00:00.000
1056,435,2016-02-14 08:00:00.000
1057,609,2016-04-18 08:00:00.000
1059,522,2016-03-21 08:00:00.000
1061,870,2015-12-19 08:00:00.000
1062,870,2016-01-25 08:00:00.000
1063,174,2016-09-15 08:00:00.000
1064,174,2015-01-06 08:00:00.000
1066,609,2016-01-09 08:00:00.000
1067,522,2015-06-12 08:00:00.000
1068,957,2015-06-23 08:00:00.000
1070,174,2016-09-21 08:00:00.000
1074,870,2016-12-28 08:00:00.000
1079,696,2015-01-15 08:00:00.000
1080,696,2016-08-21 08:00:00.000
1081,435,2016-01-12 08:00:00.000
1082,870,2015-12-01 08:00:00.000
1084,348,2015-05-29 08:00:00.000
1087,87,2016-12-19 08:00:00.000
1088,522,2016-05-12 08:00:00.000
1091,609,2016-08-25 08:00:00.000
1092,261,2016-06-05 08:00:00.000
1093,696,2015-05-15 08:00:00.000
1094,957,2015-05-24 08:00:00.000
1099,957,2015-08-13 08:00:00.000
1100,87,2015-09-09 08:00:00.000
1102,609,2015-11-20 08:00:00.000
1103,783,2015-09-20 08:00:00.000
1105,783,2016-12-26 08:00:00.000
1108,261,2015-12-12 08:00:00.000
1109,870,2016-09-27 08:00:00.000
1110,870,2016-06-13 08:00:00.000
1114,696,2016-07-09 08:00:00.000
1118,870,2016-07-19 08:00:00.000
1123,783,2015-06-22 08:00:00.000
1126,174,2015-09-14 08:00:00.000
1128,174,2016-12-05 08:00:00.000
1130,957,2015-02-13 08:00:00.000
1132,957,2016-08-27 08:00:00.000
1135,957,2016-09-12 08:00:00.000
1139,696,2016-10-02 08:00:00.000
1142,261,2016-03-27 08:00:00.000
1146,783,2015-10-31 08:00:00.000
1147,174,2016-05-03 08:00:00.000
1150,261,2016-03-11 08:00:00.000
1154,783,2015-09-30 08:00:00.000
1157,87,2015-12-14 08:00:00.000
1158,696,2016-11-17 08:00:00.000
1160,696,2016-06-28 08:00:00.000
1161,435,2016-04-24 08:00:00.000
1166,957,2016-09-21 08:00:00.000
1172,783,2015-01-02 08:00:00.000
1176,870,2016-10-19 08:00:00.000
1178,348,2016-09-29 08:00:00.000
1181,870,2015-07-11 08:00:00.000
1182,957,2015-01-04 08:00:00.000
1185,87,2015-09-18 08:00:00.000
1187,435,2016-11-10 08:00:00.000
1188,435,2016-12-12 08:00:00.000
1193,522,2015-07-15 08:00:00.000
1194,870,2015-03-01 08:00:00.000
1195,348,2015-05-28 08:00:00.000
1196,348,2016-07-28 08:00:00.000
1199,696,2015-04-17 08:00:00.000
1203,87,2015-09-10 08:00:00.000
1206,174,2015-05-27 08:00:00.000
1207,957,2016-09-03 08:00:00.000
1209,261,2016-08-20 08:00:00.000
1210,696,2016-07-19 08:00:00.000
1212,870,2016-01-28 08:00:00.000
1213,261,2016-06-26 08:00:00.000
1214,696,2015-01-03 08:00:00.000
1218,522,2015-03-13 08:00:00.000
1220,348,2015-01-13 08:00:00.000
1221,435,2015-05-29 08:00:00.000
1222,696,2016-04-05 08:00:00.000
1225,87,2015-06-18 08:00:00.000
1232,870,2015-01-03 08:00:00.000
1235,783,2016-10-04 08:00:00.000
1236,783,2015-06-13 08:00:00.000
1237,174,2016-07-01 08:00:00.000
1238,783,2015-10-01 08:00:00.000
1247,870,2015-05-27 08:00:00.000
1252,522,2016-06-28 08:00:00.000
1253,174,2015-12-09 08:00:00.000
1254,870,2016-04-30 08:00:00.000
1257,435,2016-03-12 08:00:00.000
1258,87,2015-02-19 08:00:00.000
1259,783,2015-01-11 08:00:00.000
1260,348,2016-02-29 08:00:00.000
1261,957,2017-01-01 08:00:00.000
1263,957,2016-04-07 08:00:00.000
1264,87,2015-08-26 08:00:00.000
1266,87,2016-07-12 08:00:00.000
1267,261,2016-10-19 08:00:00.000
1268,87,2016-04-30 08:00:00.000
1270,174,2015-02-25 08:00:00.000
1271,957,2015-06-20 08:00:00.000
1272,87,2015-09-14 08:00:00.000
1277,261,2015-02-25 08:00:00.000
1281,783,2015-07-26 08:00:00.000
1283,609,2016-08-15 08:00:00.000
1284,261,2015-07-10 08:00:00.000
1285,522,2016-09-14 08:00:00.000
1286,696,2015-01-24 08:00:00.000
1287,87,2015-04-25 08:00:00.000
1289,87,2015-03-11 08:00:00.000
1291,696,2015-02-16 08:00:00.000
1296,696,2016-04-14 08:00:00.000
1299,609,2015-03-28 08:00:00.000
1300,435,2015-03-03 08:00:00.000
1301,696,2016-11-03 08:00:00.000
1302,609,2016-01-13 08:00:00.000
1303,174,2016-04-14 08:00:00.000
1308,957,2016-04-02 08:00:00.000
1319,522,2015-05-25 08:00:00.000
1322,522,2015-06-22 08:00:00.000
1332,261,2016-07-26 08:00:00.000
1334,870,2016-07-21 08:00:00.000
1336,783,2015-12-26 08:00:00.000
1341,609,2015-09-15 08:00:00.000
1350,696,2015-10-08 08:00:00.000
1353,957,2016-09-25 08:00:00.000
1362,522,2015-08-11 08:00:00.000
1363,435,2016-07-19 08:00:00.000
1364,87,2015-06-30 08:00:00.000
1368,870,2016-02-19 08:00:00.000
1369,348,2016-01-22 08:00:00.000
1372,261,2016-06-14 08:00:00.000
1376,435,2016-03-10 08:00:00.000
1377,174,2016-05-31 08:00:00.000
1379,261,2016-02-04 08:00:00.000
1382,870,2016-08-29 08:00:00.000
1383,870,2016-08-19 08:00:00.000
1386,261,2016-07-28 08:00:00.000
1387,870,2016-08-10 08:00:00.000
1388,435,2016-10-12 08:00:00.000
1389,783,2016-03-25 08:00:00.000
1390,696,2016-11-18 08:00:00.000
1394,783,2016-04-11 08:00:00.000
1399,435,2016-03-02 08:00:00.000
1401,783,2015-11-20 08:00:00.000
1402,87,2016-04-07 08:00:00.000
1405,957,2015-12-06 08:00:00.000
1408,435,2016-12-26 08:00:00.000
1411,870,2015-03-13 08:00:00.000
1413,261,2015-09-07 08:00:00.000
1414,261,2016-09-17 08:00:00.000
1416,783,2016-07-01 08:00:00.000
1417,87,2015-02-13 08:00:00.000
1418,609,2015-12-09 08:00:00.000
1422,696,2016-07-12 08:00:00.000
1423,261,2016-10-26 08:00:00.000
1427,435,2016-11-25 08:00:00.000
1432,609,2015-05-17 08:00:00.000
1433,87,2015-04-18 08:00:00.000
1435,957,2015-12-06 08:00:00.000
1436,696,2016-10-20 08:00:00.000
1438,783,2016-09-15 08:00:00.000
1441,957,2016-04-23 08:00:00.000
1445,609,2016-01-30 08:00:00.000
1446,174,2015-08-01 08:00:00.000
1449,870,2016-04-26 08:00:00.000
1450,696,2016-12-09 08:00:00.000
1457,783,2015-07-05 08:00:00.000
1466,609,2015-10-21 08:00:00.000
1467,870,2015-01-10 08:00:00.000
1470,609,2015-04-20 08:00:00.000
1471,87,2015-04-28 08:00:00.000
1475,348,2015-01-05 08:00:00.000
1480,522,2016-04-29 08:00:00.000
1481,609,2016-01-10 08:00:00.000
1485,609,2015-04-11 08:00:00.000
1493,957,2016-05-21 08:00:00.000
1494,609,2015-02-26 08:00:00.000
1506,87,2015-04-26 08:00:00.000
1517,870,2015-10-08 08:00:00.000
1518,435,2015-12-31 08:00:00.000
1521,87,2015-09-27 08:00:00.000
1523,435,2015-09-26 08:00:00.000
1526,957,2016-07-20 08:00:00.000
1529,870,2015-09-05 08:00:00.000
1530,174,2016-07-02 08:00:00.000
1537,870,2016-11-17 08:00:00.000
1538,696,2015-07-04 08:00:00.000
1539,870,2016-08-04 08:00:00.000
1541,87,2016-11-25 08:00:00.000
1543,696,2016-07-23 08:00:00.000
1545,261,2015-05-21 08:00:00.000
1547,261,2015-11-30 08:00:00.000
1561,522,2015-05-20 08:00:00.000
1563,348,2016-09-29 08:00:00.000
1564,609,2016-09-26 08:00:00.000
1568,348,2015-04-18 08:00:00.000
1570,696,2015-04-29 08:00:00.000
1572,261,2016-12-03 08:00:00.000
1576,435,2015-03-03 08:00:00.000
1577,174,2016-03-28 08:00:00.000
1578,435,2015-05-11 08:00:00.000
1580,87,2016-08-12 08:00:00.000
1582,87,2016-07-07 08:00:00.000
1584,522,2016-11-08 08:00:00.000
1590,174,2016-01-29 08:00:00.000
1594,696,2016-06-17 08:00:00.000
1596,87,2016-04-25 08:00:00.000
1598,783,2015-06-19 08:00:00.000
1599,783,2016-06-11 08:00:00.000
1602,522,2015-07-10 08:00:00.000
1603,783,2016-11-13 08:00:00.000
1604,783,2016-06-30 08:00:00.000
1606,87,2016-04-28 08:00:00.000
1608,174,2016-07-06 08:00:00.000
1610,522,2015-04-15 08:00:00.000
1612,522,2015-08-16 08:00:00.000
1617,957,2016-03-25 08:00:00.000
1622,696,2016-01-07 08:00:00.000
1625,87,2015-07-12 08:00:00.000
1628,522,2016-09-16 08:00:00.000
1631,696,2015-10-05 08:00:00.000
1635,174,2016-10-29 08:00:00.000
1638,609,2015-11-01 08:00:00.000
1641,174,2015-12-29 08:00:00.000
1642,696,2016-01-24 08:00:00.000
1645,435,2016-10-11 08:00:00.000
1647,87,2015-10-21 08:00:00.000
1650,522,2015-11-14 08:00:00.000
1655,348,2015-10-08 08:00:00.000
1656,696,2016-09-02 08:00:00.000
1658,87,2015-11-21 08:00:00.000
1663,435,2016-07-13 08:00:00.000
1667,522,2015-07-12 08:00:00.000
1670,87,2016-05-24 08:00:00.000
1674,696,2015-09-05 08:00:00.000
1675,522,2015-08-27 08:00:00.000
1677,174,2016-01-08 08:00:00.000
1679,87,2015-03-18 08:00:00.000
1680,435,2015-07-25 08:00:00.000
1681,783,2016-06-18 08:00:00.000
1682,783,2015-09-12 08:00:00.000
1688,87,2015-09-18 08:00:00.000
1692,261,2016-02-02 08:00:00.000
1695,87,2016-06-11 08:00:00.000
1703,783,2015-03-05 08:00:00.000
1704,783,2016-12-01 08:00:00.000
1705,261,2015-03-28 08:00:00.000
1709,609,2015-04-04 08:00:00.000
1711,609,2015-11-15 08:00:00.000
1716,696,2015-01-15 08:00:00.000
1717,870,2015-09-11 08:00:00.000
1719,783,2015-01-03 08:00:00.000
1722,174,2016-12-08 08:00:00.000
1726,957,2016-04-11 08:00:00.000
1732,696,2016-02-24 08:00:00.000
1733,435,2015-04-17 08:00:00.000
1735,174,2015-08-22 08:00:00.000
1738,261,2016-10-16 08:00:00.000
1744,435,2015-07-16 08:00:00.000
1747,783,2016-07-09 08:00:00.000
1750,522,2016-07-09 08:00:00.000
1754,957,2015-01-10 08:00:00.000
1756,783,2016-12-19 08:00:00.000
1757,957,2015-01-13 08:00:00.000
1760,348,2015-05-12 08:00:00.000
1764,870,2016-11-22 08:00:00.000
1767,87,2016-02-23 08:00:00.000
1769,870,2016-03-13 08:00:00.000
1770,261,2016-03-01 08:00:00.000
1771,435,2015-05-15 08:00:00.000
1773,522,2016-09-20 08:00:00.000
1777,957,2015-09-22 08:00:00.000
1778,522,2015-05-15 08:00:00.000
1781,348,2016-02-20 08:00:00.000
1784,435,2016-06-18 08:00:00.000
1797,783,2015-07-06 08:00:00.000
1799,783,2015-12-19 08:00:00.000
1802,522,2015-09-28 08:00:00.000
1806,696,2015-07-21 08:00:00.000
1810,783,2016-07-15 08:00:00.000
1812,609,2016-06-12 08:00:00.000
1817,348,2015-03-19 08:00:00.000
1826,435,2015-05-27 08:00:00.000
1829,348,2015-04-20 08:00:00.000
1831,87,2016-06-07 08:00:00.000
1833,609,2015-09-24 08:00:00.000
1834,609,2016-04-16 08:00:00.000
1835,957,2015-10-01 08:00:00.000
1837,957,2016-05-20 08:00:00.000
1844,435,2016-06-30 08:00:00.000
1846,435,2016-09-19 08:00:00.000
1847,87,2016-05-13 08:00:00.000
1849,696,2015-01-06 08:00:00.000
1850,609,2016-11-22 08:00:00.000
1851,696,2016-12-01 08:00:00.000
1852,87,2016-06-17 08:00:00.000
1854,435,2015-05-24 08:00:00.000
1856,522,2015-10-20 08:00:00.000
1857,261,2015-02-14 08:00:00.000
1858,957,2016-06-25 08:00:00.000
1860,348,2015-10-16 08:00:00.000
1861,435,2015-08-19 08:00:00.000
1862,522,2015-04-20 08:00:00.000
1866,261,2016-05-26 08:00:00.000
