44,1755,PTC-Parental Tax Credit,Yes,44,3,2012-06-08 00:00:00.000,89,90
45,945,PTC-Parental Tax Credit,Yes,45,3,2012-10-03 00:00:00.000,91,92
47,1215,FTC-Family Tax Credit,Yes,47,3,2014-04-07 00:00:00.000,95,96
49,540,MFTC-Minimum Family Tax Credit,No,49,1,2010-03-21 00:00:00.000,99,100
50,1350,IWTC In-work Tax Credit,Yes,50,1,2013-10-14 00:00:00.000,101,102
51,540,IWTC In-work Tax Credit,No,51,1,2013-04-30 00:00:00.000,103,104
52,675,FTC-Family Tax Credit,No,52,1,2012-09-14 00:00:00.000,105,106
53,1080,FTC-Family Tax Credit,No,53,1,2014-01-31 00:00:00.000,107,108
54,1620,PTC-Parental Tax Credit,No,54,3,2011-10-22 00:00:00.000,109,110
55,1755,MFTC-Minimum Family Tax Credit,No,55,1,2012-11-21 00:00:00.000,111,112
56,405,PTC-Parental Tax Credit,No,56,1,2012-05-03 00:00:00.000,113,114
57,810,MFTC-Minimum Family Tax Credit,No,57,2,2012-07-10 00:00:00.000,115,116
58,810,IWTC In-work Tax Credit,Yes,58,2,2012-03-25 00:00:00.000,117,118
62,270,MFTC-Minimum Family Tax Credit,Yes,62,3,2013-07-13 00:00:00.000,125,126
63,1485,MFTC-Minimum Family Tax Credit,No,63,1,2010-04-05 00:00:00.000,127,128
64,1080,PTC-Parental Tax Credit,No,64,2,2010-03-08 00:00:00.000,129,130
65,810,FTC-Family Tax Credit,No,65,2,2013-11-11 00:00:00.000,131,132
66,1755,MFTC-Minimum Family Tax Credit,No,66,2,2012-10-17 00:00:00.000,133,134
67,540,MFTC-Minimum Family Tax Credit,No,67,1,2010-06-29 00:00:00.000,135,136
68,675,PTC-Parental Tax Credit,No,68,3,2011-07-16 00:00:00.000,137,138
70,675,MFTC-Minimum Family Tax Credit,Yes,70,2,2014-11-10 00:00:00.000,141,142
71,405,PTC-Parental Tax Credit,No,71,3,2014-01-02 00:00:00.000,143,144
73,675,PTC-Parental Tax Credit,Yes,73,2,2011-12-25 00:00:00.000,147,148
74,1350,FTC-Family Tax Credit,No,74,3,2013-05-18 00:00:00.000,149,150
75,945,MFTC-Minimum Family Tax Credit,No,75,1,2012-05-08 00:00:00.000,151,152
76,675,PTC-Parental Tax Credit,Yes,76,3,2010-02-08 00:00:00.000,153,154
78,405,PTC-Parental Tax Credit,No,78,2,2013-12-30 00:00:00.000,157,158
79,1620,IWTC In-work Tax Credit,Yes,79,1,2014-11-11 00:00:00.000,159,160
80,1755,MFTC-Minimum Family Tax Credit,Yes,80,3,2011-09-10 00:00:00.000,161,162
81,405,MFTC-Minimum Family Tax Credit,Yes,81,3,2012-11-07 00:00:00.000,163,164
82,135,FTC-Family Tax Credit,Yes,82,3,2014-02-13 00:00:00.000,165,166
83,1755,FTC-Family Tax Credit,No,83,2,2013-03-29 00:00:00.000,167,168
84,1485,IWTC In-work Tax Credit,Yes,84,2,2010-02-25 00:00:00.000,169,170
86,1080,IWTC In-work Tax Credit,No,86,3,2013-05-25 00:00:00.000,173,174
87,1350,IWTC In-work Tax Credit,Yes,87,3,2012-10-02 00:00:00.000,175,176
88,675,PTC-Parental Tax Credit,No,88,1,2014-06-13 00:00:00.000,177,178
89,1350,IWTC In-work Tax Credit,No,89,1,2012-12-14 00:00:00.000,179,180
90,135,FTC-Family Tax Credit,No,90,1,2010-07-22 00:00:00.000,181,182
93,675,MFTC-Minimum Family Tax Credit,No,93,1,2010-05-20 00:00:00.000,187,188
95,1350,MFTC-Minimum Family Tax Credit,No,95,3,2014-07-24 00:00:00.000,191,192
96,810,FTC-Family Tax Credit,No,96,2,2013-04-13 00:00:00.000,193,194
97,945,IWTC In-work Tax Credit,No,97,3,2014-03-30 00:00:00.000,195,196
98,810,FTC-Family Tax Credit,No,98,3,2011-01-06 00:00:00.000,197,198
99,810,MFTC-Minimum Family Tax Credit,Yes,99,3,2012-12-03 00:00:00.000,199,200
101,540,MFTC-Minimum Family Tax Credit,No,101,2,2010-08-20 00:00:00.000,203,204
102,135,FTC-Family Tax Credit,No,102,3,2011-01-01 00:00:00.000,205,206
103,810,IWTC In-work Tax Credit,No,103,1,2014-05-05 00:00:00.000,207,208
104,675,MFTC-Minimum Family Tax Credit,Yes,104,3,2011-03-25 00:00:00.000,209,210
105,1485,IWTC In-work Tax Credit,Yes,105,1,2011-04-15 00:00:00.000,211,212
106,405,FTC-Family Tax Credit,No,106,1,2013-01-04 00:00:00.000,213,214
107,675,PTC-Parental Tax Credit,Yes,107,3,2014-06-07 00:00:00.000,215,216
112,945,PTC-Parental Tax Credit,No,112,1,2013-09-14 00:00:00.000,225,226
114,1350,FTC-Family Tax Credit,No,114,3,2014-11-22 00:00:00.000,229,230
115,1620,IWTC In-work Tax Credit,No,115,2,2014-04-30 00:00:00.000,231,232
116,810,PTC-Parental Tax Credit,Yes,116,1,2012-10-26 00:00:00.000,233,234
117,1350,FTC-Family Tax Credit,Yes,117,2,2011-07-24 00:00:00.000,235,236
119,405,IWTC In-work Tax Credit,Yes,119,1,2013-02-26 00:00:00.000,239,240
120,1485,FTC-Family Tax Credit,Yes,120,1,2013-10-21 00:00:00.000,241,242
121,540,PTC-Parental Tax Credit,No,121,3,2014-01-01 00:00:00.000,243,244
123,1215,FTC-Family Tax Credit,No,123,3,2010-02-11 00:00:00.000,247,248
124,1350,FTC-Family Tax Credit,Yes,124,2,2010-03-18 00:00:00.000,249,250
125,135,FTC-Family Tax Credit,No,125,3,2013-07-09 00:00:00.000,251,252
126,1485,FTC-Family Tax Credit,Yes,126,2,2011-04-16 00:00:00.000,253,254
128,810,FTC-Family Tax Credit,No,128,3,2014-11-06 00:00:00.000,257,258
129,405,FTC-Family Tax Credit,Yes,129,2,2013-12-15 00:00:00.000,259,260
130,1620,PTC-Parental Tax Credit,Yes,130,3,2014-04-12 00:00:00.000,261,262
132,1620,MFTC-Minimum Family Tax Credit,No,132,3,2011-10-02 00:00:00.000,265,266
133,135,MFTC-Minimum Family Tax Credit,Yes,133,2,2013-05-01 00:00:00.000,267,268
134,270,IWTC In-work Tax Credit,No,134,2,2013-03-15 00:00:00.000,269,270
136,540,IWTC In-work Tax Credit,No,136,2,2010-09-01 00:00:00.000,273,274
137,810,MFTC-Minimum Family Tax Credit,Yes,137,2,2010-03-02 00:00:00.000,275,276
138,405,PTC-Parental Tax Credit,Yes,138,2,2013-10-30 00:00:00.000,277,278
139,1485,IWTC In-work Tax Credit,No,139,2,2010-06-20 00:00:00.000,279,280
140,270,MFTC-Minimum Family Tax Credit,Yes,140,3,2014-11-01 00:00:00.000,281,282
141,675,IWTC In-work Tax Credit,Yes,141,3,2011-04-24 00:00:00.000,283,284
142,1215,IWTC In-work Tax Credit,No,142,3,2010-06-11 00:00:00.000,285,286
143,1485,FTC-Family Tax Credit,Yes,143,3,2012-07-15 00:00:00.000,287,288
144,405,FTC-Family Tax Credit,No,144,1,2014-07-01 00:00:00.000,289,290
145,810,PTC-Parental Tax Credit,Yes,145,2,2011-09-05 00:00:00.000,291,292
146,945,MFTC-Minimum Family Tax Credit,Yes,146,3,2011-06-16 00:00:00.000,293,294
147,405,MFTC-Minimum Family Tax Credit,Yes,147,3,2010-02-12 00:00:00.000,295,296
148,270,IWTC In-work Tax Credit,Yes,148,3,2011-07-02 00:00:00.000,297,298
149,270,PTC-Parental Tax Credit,Yes,149,1,2013-01-31 00:00:00.000,299,300
150,1215,FTC-Family Tax Credit,Yes,150,2,2014-05-27 00:00:00.000,301,302
151,1080,FTC-Family Tax Credit,Yes,151,2,2010-02-21 00:00:00.000,303,304
152,1215,PTC-Parental Tax Credit,Yes,152,2,2010-11-02 00:00:00.000,305,306
153,1350,PTC-Parental Tax Credit,No,153,2,2010-04-02 00:00:00.000,307,308
154,675,PTC-Parental Tax Credit,No,154,2,2013-12-24 00:00:00.000,309,310
157,1215,MFTC-Minimum Family Tax Credit,Yes,157,1,2012-07-03 00:00:00.000,315,316
158,1080,MFTC-Minimum Family Tax Credit,No,158,1,2012-01-22 00:00:00.000,317,318
159,1215,IWTC In-work Tax Credit,Yes,159,2,2010-05-21 00:00:00.000,319,320
160,540,PTC-Parental Tax Credit,Yes,160,2,2013-04-04 00:00:00.000,321,322
161,945,FTC-Family Tax Credit,Yes,161,1,2011-09-18 00:00:00.000,323,324
163,1080,FTC-Family Tax Credit,No,163,2,2012-03-16 00:00:00.000,327,328
164,540,IWTC In-work Tax Credit,Yes,164,2,2013-05-17 00:00:00.000,329,330
165,675,MFTC-Minimum Family Tax Credit,No,165,1,2012-12-19 00:00:00.000,331,332
166,1350,IWTC In-work Tax Credit,No,166,3,2011-01-10 00:00:00.000,333,334
167,540,IWTC In-work Tax Credit,Yes,167,2,2014-09-11 00:00:00.000,335,336
168,1755,IWTC In-work Tax Credit,Yes,168,1,2014-07-10 00:00:00.000,337,338
171,945,PTC-Parental Tax Credit,No,171,2,2012-01-11 00:00:00.000,343,344
172,1620,MFTC-Minimum Family Tax Credit,No,172,3,2014-01-08 00:00:00.000,345,346
173,810,FTC-Family Tax Credit,No,173,1,2012-05-24 00:00:00.000,347,348
174,270,IWTC In-work Tax Credit,Yes,174,2,2012-03-29 00:00:00.000,349,350
175,1215,IWTC In-work Tax Credit,Yes,175,2,2011-09-23 00:00:00.000,351,352
176,1350,PTC-Parental Tax Credit,Yes,176,2,2011-07-19 00:00:00.000,353,354
178,270,PTC-Parental Tax Credit,Yes,178,1,2014-08-04 00:00:00.000,357,358
179,540,IWTC In-work Tax Credit,Yes,179,2,2012-10-27 00:00:00.000,359,360
180,135,PTC-Parental Tax Credit,No,180,1,2011-01-31 00:00:00.000,361,362
181,1215,PTC-Parental Tax Credit,No,181,2,2012-05-18 00:00:00.000,363,364
182,945,IWTC In-work Tax Credit,Yes,182,3,2010-05-05 00:00:00.000,365,366
183,945,MFTC-Minimum Family Tax Credit,No,183,1,2012-09-18 00:00:00.000,367,368
185,270,PTC-Parental Tax Credit,No,185,3,2014-03-02 00:00:00.000,371,372
186,1080,MFTC-Minimum Family Tax Credit,No,186,3,2013-11-16 00:00:00.000,373,374
188,405,IWTC In-work Tax Credit,No,188,2,2014-05-27 00:00:00.000,377,378
191,405,FTC-Family Tax Credit,No,191,3,2011-06-28 00:00:00.000,383,384
192,675,MFTC-Minimum Family Tax Credit,No,192,1,2014-12-08 00:00:00.000,385,386
195,405,MFTC-Minimum Family Tax Credit,No,195,1,2011-05-19 00:00:00.000,391,392
196,1755,PTC-Parental Tax Credit,No,196,1,2012-09-14 00:00:00.000,393,394
197,1755,MFTC-Minimum Family Tax Credit,Yes,197,2,2014-01-19 00:00:00.000,395,396
198,1485,IWTC In-work Tax Credit,Yes,198,2,2010-05-18 00:00:00.000,397,398
201,540,FTC-Family Tax Credit,No,201,1,2012-08-11 00:00:00.000,403,404
202,1755,MFTC-Minimum Family Tax Credit,Yes,202,3,2012-11-30 00:00:00.000,405,406
204,1485,MFTC-Minimum Family Tax Credit,No,204,1,2013-06-20 00:00:00.000,409,410
205,810,PTC-Parental Tax Credit,Yes,205,3,2012-04-28 00:00:00.000,411,412
206,1485,FTC-Family Tax Credit,No,206,1,2011-10-31 00:00:00.000,413,414
207,135,FTC-Family Tax Credit,No,207,1,2010-08-06 00:00:00.000,415,416
210,135,FTC-Family Tax Credit,No,210,1,2012-01-10 00:00:00.000,421,422
211,1485,PTC-Parental Tax Credit,No,211,1,2014-07-15 00:00:00.000,423,424
212,135,MFTC-Minimum Family Tax Credit,No,212,2,2014-10-11 00:00:00.000,425,426
214,945,FTC-Family Tax Credit,Yes,214,3,2013-08-03 00:00:00.000,429,430
215,810,PTC-Parental Tax Credit,No,215,2,2012-02-20 00:00:00.000,431,432
216,1620,MFTC-Minimum Family Tax Credit,No,216,3,2011-08-15 00:00:00.000,433,434
217,405,FTC-Family Tax Credit,No,217,1,2011-11-08 00:00:00.000,435,436
218,1350,IWTC In-work Tax Credit,No,218,1,2013-06-20 00:00:00.000,437,438
219,1755,IWTC In-work Tax Credit,No,219,1,2012-08-25 00:00:00.000,439,440
221,405,PTC-Parental Tax Credit,No,221,1,2010-10-14 00:00:00.000,443,444
222,405,PTC-Parental Tax Credit,No,222,2,2011-04-18 00:00:00.000,445,446
224,1755,FTC-Family Tax Credit,No,224,1,2012-12-19 00:00:00.000,449,450
225,1485,MFTC-Minimum Family Tax Credit,No,225,2,2014-09-01 00:00:00.000,451,452
226,1485,MFTC-Minimum Family Tax Credit,Yes,226,2,2011-07-02 00:00:00.000,453,454
227,405,FTC-Family Tax Credit,No,227,3,2012-02-15 00:00:00.000,455,456
229,1350,IWTC In-work Tax Credit,Yes,229,3,2010-12-05 00:00:00.000,459,460
230,1215,IWTC In-work Tax Credit,Yes,230,1,2012-10-03 00:00:00.000,461,462
232,405,FTC-Family Tax Credit,No,232,3,2011-03-17 00:00:00.000,465,466
234,270,IWTC In-work Tax Credit,Yes,234,1,2010-08-03 00:00:00.000,469,470
235,945,MFTC-Minimum Family Tax Credit,Yes,235,1,2011-05-27 00:00:00.000,471,472
237,135,FTC-Family Tax Credit,No,237,1,2010-01-21 00:00:00.000,475,476
238,1215,FTC-Family Tax Credit,No,238,3,2014-12-17 00:00:00.000,477,478
239,810,IWTC In-work Tax Credit,Yes,239,3,2013-10-25 00:00:00.000,479,480
240,1755,IWTC In-work Tax Credit,No,240,2,2014-03-29 00:00:00.000,481,482
241,540,IWTC In-work Tax Credit,Yes,241,1,2013-03-30 00:00:00.000,483,484
242,1755,FTC-Family Tax Credit,No,242,3,2010-09-13 00:00:00.000,485,486
243,1215,PTC-Parental Tax Credit,No,243,2,2012-02-07 00:00:00.000,487,488
244,810,FTC-Family Tax Credit,Yes,244,3,2012-08-21 00:00:00.000,489,490
245,1350,IWTC In-work Tax Credit,No,245,1,2013-01-27 00:00:00.000,491,492
246,270,FTC-Family Tax Credit,No,246,1,2010-06-01 00:00:00.000,493,494
247,1620,FTC-Family Tax Credit,Yes,247,2,2014-07-27 00:00:00.000,495,496
250,270,IWTC In-work Tax Credit,No,250,2,2012-04-19 00:00:00.000,501,502
252,675,IWTC In-work Tax Credit,Yes,252,1,2013-02-26 00:00:00.000,505,506
253,1080,PTC-Parental Tax Credit,Yes,253,3,2012-02-04 00:00:00.000,507,508
254,540,IWTC In-work Tax Credit,No,254,1,2013-12-07 00:00:00.000,509,510
255,945,FTC-Family Tax Credit,Yes,255,3,2013-03-21 00:00:00.000,511,512
257,1620,IWTC In-work Tax Credit,Yes,257,1,2013-09-25 00:00:00.000,515,516
258,270,FTC-Family Tax Credit,Yes,258,2,2014-02-11 00:00:00.000,517,518
259,1080,MFTC-Minimum Family Tax Credit,Yes,259,3,2010-11-08 00:00:00.000,519,520
260,1620,MFTC-Minimum Family Tax Credit,Yes,260,3,2010-04-14 00:00:00.000,521,522
261,1080,IWTC In-work Tax Credit,No,261,3,2012-04-03 00:00:00.000,523,524
262,1080,MFTC-Minimum Family Tax Credit,Yes,262,3,2012-03-22 00:00:00.000,525,526
263,1215,FTC-Family Tax Credit,No,263,2,2014-04-16 00:00:00.000,527,528
264,540,FTC-Family Tax Credit,No,264,1,2012-06-02 00:00:00.000,529,530
265,1755,PTC-Parental Tax Credit,Yes,265,3,2010-06-11 00:00:00.000,531,532
266,1350,PTC-Parental Tax Credit,Yes,266,2,2013-12-29 00:00:00.000,533,534
267,540,MFTC-Minimum Family Tax Credit,No,267,2,2014-04-02 00:00:00.000,535,536
268,1620,IWTC In-work Tax Credit,No,268,1,2010-06-04 00:00:00.000,537,538
269,540,MFTC-Minimum Family Tax Credit,No,269,1,2011-01-17 00:00:00.000,539,540
270,1080,PTC-Parental Tax Credit,No,270,2,2010-02-26 00:00:00.000,541,542
271,810,IWTC In-work Tax Credit,Yes,271,3,2012-01-02 00:00:00.000,543,544
273,270,IWTC In-work Tax Credit,No,273,3,2014-04-15 00:00:00.000,547,548
274,540,PTC-Parental Tax Credit,Yes,274,1,2013-05-19 00:00:00.000,549,550
277,540,MFTC-Minimum Family Tax Credit,No,277,3,2011-04-13 00:00:00.000,555,556
278,945,PTC-Parental Tax Credit,Yes,278,2,2012-10-09 00:00:00.000,557,558
279,270,IWTC In-work Tax Credit,No,279,2,2011-04-07 00:00:00.000,559,560
280,1755,IWTC In-work Tax Credit,Yes,280,3,2012-05-12 00:00:00.000,561,562
283,1215,PTC-Parental Tax Credit,Yes,283,3,2014-12-10 00:00:00.000,567,568
284,675,IWTC In-work Tax Credit,Yes,284,1,2012-12-09 00:00:00.000,569,570
285,405,IWTC In-work Tax Credit,No,285,3,2014-09-25 00:00:00.000,571,572
286,945,PTC-Parental Tax Credit,Yes,286,1,2014-04-18 00:00:00.000,573,574
288,540,MFTC-Minimum Family Tax Credit,Yes,288,2,2011-11-06 00:00:00.000,577,578
289,810,FTC-Family Tax Credit,No,289,2,2011-10-10 00:00:00.000,579,580
291,1350,PTC-Parental Tax Credit,Yes,291,1,2013-09-10 00:00:00.000,583,584
292,1350,IWTC In-work Tax Credit,Yes,292,2,2014-05-01 00:00:00.000,585,586
293,1620,PTC-Parental Tax Credit,Yes,293,2,2012-10-15 00:00:00.000,587,588
295,1215,MFTC-Minimum Family Tax Credit,Yes,295,2,2011-09-29 00:00:00.000,591,592
296,1350,FTC-Family Tax Credit,No,296,2,2013-06-29 00:00:00.000,593,594
298,1485,PTC-Parental Tax Credit,No,298,3,2014-08-01 00:00:00.000,597,598
299,945,IWTC In-work Tax Credit,No,299,2,2014-03-04 00:00:00.000,599,600
300,810,MFTC-Minimum Family Tax Credit,Yes,300,3,2010-08-31 00:00:00.000,601,602
301,540,PTC-Parental Tax Credit,Yes,301,2,2011-10-22 00:00:00.000,603,604
303,1080,PTC-Parental Tax Credit,Yes,303,3,2014-03-20 00:00:00.000,607,608
304,405,FTC-Family Tax Credit,No,304,2,2013-05-06 00:00:00.000,609,610
305,1215,PTC-Parental Tax Credit,Yes,305,1,2012-04-17 00:00:00.000,611,612
306,540,PTC-Parental Tax Credit,Yes,306,3,2014-09-26 00:00:00.000,613,614
307,1620,PTC-Parental Tax Credit,Yes,307,3,2011-01-27 00:00:00.000,615,616
308,945,MFTC-Minimum Family Tax Credit,No,308,1,2011-01-01 00:00:00.000,617,618
309,540,PTC-Parental Tax Credit,Yes,309,2,2013-12-01 00:00:00.000,619,620
310,810,FTC-Family Tax Credit,Yes,310,1,2012-05-15 00:00:00.000,621,622
311,1350,MFTC-Minimum Family Tax Credit,No,311,1,2011-08-28 00:00:00.000,623,624
313,945,MFTC-Minimum Family Tax Credit,No,313,2,2014-07-11 00:00:00.000,627,628
318,135,FTC-Family Tax Credit,Yes,318,3,2013-06-27 00:00:00.000,637,638
319,1215,IWTC In-work Tax Credit,Yes,319,2,2012-09-01 00:00:00.000,639,640
320,945,IWTC In-work Tax Credit,Yes,320,2,2012-09-27 00:00:00.000,641,642
321,1620,MFTC-Minimum Family Tax Credit,Yes,321,2,2013-12-07 00:00:00.000,643,644
322,270,FTC-Family Tax Credit,No,322,3,2013-06-08 00:00:00.000,645,646
325,675,MFTC-Minimum Family Tax Credit,Yes,325,3,2011-04-30 00:00:00.000,651,652
327,540,FTC-Family Tax Credit,Yes,327,3,2014-02-06 00:00:00.000,655,656
329,270,PTC-Parental Tax Credit,Yes,329,1,2012-03-22 00:00:00.000,659,660
330,1215,IWTC In-work Tax Credit,Yes,330,2,2013-02-03 00:00:00.000,661,662
331,270,IWTC In-work Tax Credit,Yes,331,3,2014-11-25 00:00:00.000,663,664
332,270,MFTC-Minimum Family Tax Credit,Yes,332,3,2011-03-06 00:00:00.000,665,666
333,1620,IWTC In-work Tax Credit,No,333,2,2012-02-11 00:00:00.000,667,668
334,135,PTC-Parental Tax Credit,Yes,334,1,2011-12-17 00:00:00.000,669,670
335,1350,IWTC In-work Tax Credit,Yes,335,1,2014-10-20 00:00:00.000,671,672
336,1755,PTC-Parental Tax Credit,No,336,1,2010-09-09 00:00:00.000,673,674
337,1215,FTC-Family Tax Credit,Yes,337,1,2013-05-03 00:00:00.000,675,676
338,810,MFTC-Minimum Family Tax Credit,Yes,338,1,2014-02-18 00:00:00.000,677,678
339,135,MFTC-Minimum Family Tax Credit,No,339,2,2014-10-11 00:00:00.000,679,680
341,1755,FTC-Family Tax Credit,Yes,341,2,2011-09-06 00:00:00.000,683,684
342,810,MFTC-Minimum Family Tax Credit,Yes,342,1,2014-03-11 00:00:00.000,685,686
343,1620,PTC-Parental Tax Credit,No,343,1,2012-06-14 00:00:00.000,687,688
344,135,IWTC In-work Tax Credit,No,344,1,2011-07-29 00:00:00.000,689,690
345,540,PTC-Parental Tax Credit,No,345,2,2010-10-09 00:00:00.000,691,692
347,270,FTC-Family Tax Credit,Yes,347,1,2012-04-09 00:00:00.000,695,696
348,405,MFTC-Minimum Family Tax Credit,Yes,348,2,2012-08-28 00:00:00.000,697,698
350,135,IWTC In-work Tax Credit,No,350,1,2011-11-04 00:00:00.000,701,702
351,1485,FTC-Family Tax Credit,No,351,2,2013-03-14 00:00:00.000,703,704
352,675,IWTC In-work Tax Credit,Yes,352,1,2014-04-28 00:00:00.000,705,706
353,1485,FTC-Family Tax Credit,No,353,2,2012-08-29 00:00:00.000,707,708
354,1080,MFTC-Minimum Family Tax Credit,No,354,3,2012-05-21 00:00:00.000,709,710
355,1485,MFTC-Minimum Family Tax Credit,No,355,2,2012-12-02 00:00:00.000,711,712
356,405,MFTC-Minimum Family Tax Credit,No,356,1,2010-07-17 00:00:00.000,713,714
357,540,IWTC In-work Tax Credit,No,357,2,2012-09-11 00:00:00.000,715,716
358,1080,FTC-Family Tax Credit,Yes,358,1,2012-04-03 00:00:00.000,717,718
359,135,IWTC In-work Tax Credit,Yes,359,1,2014-02-26 00:00:00.000,719,720
360,270,IWTC In-work Tax Credit,No,360,3,2013-05-11 00:00:00.000,721,722
362,1350,MFTC-Minimum Family Tax Credit,Yes,362,2,2011-06-17 00:00:00.000,725,726
364,1080,IWTC In-work Tax Credit,Yes,364,2,2012-06-19 00:00:00.000,729,730
365,135,MFTC-Minimum Family Tax Credit,Yes,365,3,2010-01-29 00:00:00.000,731,732
366,945,PTC-Parental Tax Credit,No,366,1,2013-12-30 00:00:00.000,733,734
368,405,MFTC-Minimum Family Tax Credit,Yes,368,3,2012-06-12 00:00:00.000,737,738
369,1485,MFTC-Minimum Family Tax Credit,Yes,369,1,2013-12-21 00:00:00.000,739,740
370,135,MFTC-Minimum Family Tax Credit,No,370,1,2014-12-24 00:00:00.000,741,742
371,675,PTC-Parental Tax Credit,Yes,371,2,2012-11-25 00:00:00.000,743,744
372,1080,MFTC-Minimum Family Tax Credit,Yes,372,1,2010-12-20 00:00:00.000,745,746
373,540,PTC-Parental Tax Credit,Yes,373,2,2011-05-16 00:00:00.000,747,748
374,135,MFTC-Minimum Family Tax Credit,Yes,374,3,2013-09-12 00:00:00.000,749,750
376,1080,MFTC-Minimum Family Tax Credit,Yes,376,2,2012-10-09 00:00:00.000,753,754
378,1350,MFTC-Minimum Family Tax Credit,Yes,378,3,2010-11-07 00:00:00.000,757,758
379,1080,MFTC-Minimum Family Tax Credit,Yes,379,3,2011-04-26 00:00:00.000,759,760
381,1350,FTC-Family Tax Credit,No,381,1,2011-04-14 00:00:00.000,763,764
385,1755,IWTC In-work Tax Credit,No,385,1,2010-02-09 00:00:00.000,771,772
386,675,MFTC-Minimum Family Tax Credit,Yes,386,2,2012-09-13 00:00:00.000,773,774
387,405,IWTC In-work Tax Credit,Yes,387,2,2010-12-19 00:00:00.000,775,776
388,1080,FTC-Family Tax Credit,Yes,388,2,2013-09-18 00:00:00.000,777,778
389,1620,MFTC-Minimum Family Tax Credit,No,389,2,2013-05-27 00:00:00.000,779,780
390,1485,MFTC-Minimum Family Tax Credit,Yes,390,3,2014-12-26 00:00:00.000,781,782
391,675,PTC-Parental Tax Credit,Yes,391,2,2011-09-14 00:00:00.000,783,784
392,270,IWTC In-work Tax Credit,Yes,392,1,2010-03-26 00:00:00.000,785,786
394,1080,FTC-Family Tax Credit,No,394,2,2010-09-05 00:00:00.000,789,790
395,1215,FTC-Family Tax Credit,No,395,2,2014-08-20 00:00:00.000,791,792
396,1620,MFTC-Minimum Family Tax Credit,Yes,396,3,2013-05-24 00:00:00.000,793,794
397,405,PTC-Parental Tax Credit,No,397,3,2014-01-05 00:00:00.000,795,796
398,540,IWTC In-work Tax Credit,Yes,398,1,2013-12-11 00:00:00.000,797,798
399,135,PTC-Parental Tax Credit,No,399,1,2013-12-30 00:00:00.000,799,800
400,1755,PTC-Parental Tax Credit,Yes,400,1,2010-04-13 00:00:00.000,801,802
