115,933,2016-02-27 06:12:04.000,17316
116,933,2015-01-12 00:24:56.000,55541
117,2488,2016-02-09 06:09:40.000,36190
118,3110,2015-01-13 00:15:43.000,49858
119,622,2016-08-08 20:21:51.000,25901
120,622,2015-06-03 21:56:49.000,51858
121,3421,2015-02-11 00:16:55.000,35069
122,933,2015-08-10 12:52:10.000,49460
123,1555,2016-07-06 20:53:31.000,18270
124,1555,2016-06-01 11:37:31.000,49477
125,3110,2016-09-15 15:55:45.000,42460
126,2177,2016-06-25 09:40:17.000,39733
127,933,2016-02-15 14:15:36.000,20234
128,2799,2015-09-05 08:11:36.000,5608
129,311,2015-09-13 16:21:54.000,42172
130,1244,2015-02-09 12:48:55.000,48459
131,3110,2015-12-14 12:28:34.000,50903
132,933,2016-11-18 06:49:19.000,47356
133,2177,2016-09-30 23:38:22.000,1825
134,2799,2015-06-05 12:47:29.000,45883
135,1866,2015-03-10 01:57:01.000,33985
136,3110,2016-10-21 14:23:56.000,41594
137,3110,2015-05-30 16:50:36.000,50716
138,2177,2015-10-04 18:27:50.000,42404
139,3110,2016-07-10 17:47:11.000,12325
140,3110,2015-05-08 08:14:59.000,53891
141,1866,2015-08-08 16:55:06.000,45007
142,1244,2015-09-06 06:37:47.000,9258
143,2488,2015-04-16 06:28:14.000,58269
144,1555,2016-09-30 03:49:52.000,33589
145,933,2016-08-17 12:40:03.000,18957
146,1244,2015-02-11 02:54:42.000,26543
147,311,2015-08-18 22:24:44.000,766
148,1555,2016-02-02 13:34:21.000,40916
149,311,2015-01-01 13:12:34.000,10050
150,2177,2015-08-12 13:41:20.000,17730
151,3110,2016-06-24 01:19:53.000,9307
152,622,2015-10-07 05:45:45.000,29719
153,2177,2016-03-08 12:04:41.000,4656
154,2177,2015-09-10 05:06:10.000,28161
155,1555,2015-02-09 09:03:22.000,34292
156,1866,2015-09-21 20:18:06.000,58741
157,1866,2016-10-17 17:38:20.000,30504
158,933,2015-02-16 05:57:04.000,44702
159,1866,2016-12-09 22:39:35.000,23018
160,1866,2015-03-10 00:57:08.000,3820
161,2799,2015-10-29 22:03:17.000,17465
162,1244,2016-12-15 00:23:57.000,31065
163,1866,2015-12-26 00:54:13.000,47375
164,2799,2016-11-04 00:00:59.000,1397
165,311,2015-05-01 23:50:37.000,9852
166,622,2016-03-25 00:31:08.000,52462
167,2177,2016-10-07 15:45:16.000,31223
168,622,2016-03-08 19:28:59.000,40517
169,2177,2015-04-24 23:42:22.000,5736
170,3421,2015-10-18 13:33:46.000,38639
171,2488,2015-02-13 00:31:52.000,3352
172,3110,2015-08-16 11:19:22.000,33271
173,3110,2015-04-29 16:34:20.000,30458
174,2799,2015-12-05 04:27:53.000,24624
175,1244,2016-02-18 08:45:19.000,57775
176,3110,2015-06-26 17:49:11.000,51003
177,2177,2015-08-09 17:46:53.000,12928
178,622,2016-07-18 23:01:06.000,27736
179,3421,2016-11-23 03:43:44.000,59435
180,3421,2015-06-03 22:49:25.000,58620
181,1866,2016-02-21 11:32:36.000,44387
182,3110,2015-04-18 19:06:46.000,2028
183,1555,2015-06-30 02:07:23.000,54927
184,1555,2016-02-27 17:15:43.000,21058
185,933,2016-05-12 19:10:18.000,54401
186,2799,2015-09-09 13:11:53.000,10917
187,3421,2015-10-10 13:35:36.000,55234
188,1866,2016-01-06 17:06:45.000,30597
189,1555,2015-09-27 16:22:21.000,9250
190,2177,2016-05-27 07:44:21.000,15714
191,3421,2015-11-29 05:26:07.000,225
192,933,2016-09-26 05:46:18.000,1903
193,622,2016-09-29 20:54:30.000,43585
194,3421,2015-12-20 03:18:38.000,52237
195,2177,2015-05-05 10:35:44.000,11949
196,1244,2016-12-21 21:15:59.000,41911
197,3421,2016-12-24 17:06:49.000,53426
198,1244,2015-02-27 01:05:11.000,20749
199,1555,2016-07-10 09:24:59.000,9291
200,1555,2015-11-16 14:40:09.000,26397
201,2488,2016-12-04 16:19:23.000,21111
202,3110,2016-10-02 16:41:24.000,16012
203,2177,2016-04-29 15:30:50.000,39424
204,1555,2015-12-30 12:47:03.000,18439
205,933,2016-04-10 18:11:35.000,34311
206,933,2015-09-11 23:45:28.000,36387
207,622,2016-08-09 13:44:37.000,5394
208,311,2015-09-03 20:30:33.000,13574
209,1866,2015-12-06 15:05:44.000,43324
210,2488,2016-03-13 08:18:13.000,3661
211,1244,2015-01-06 22:28:33.000,27722
212,2799,2015-06-22 01:27:48.000,53556
213,1244,2016-03-29 13:26:52.000,21769
214,622,2016-08-02 13:19:29.000,31245
215,1244,2016-10-28 12:22:27.000,47694
216,1866,2016-09-26 01:12:59.000,39178
217,3110,2016-06-06 05:25:05.000,31003
218,1244,2015-08-05 05:05:40.000,11570
219,1866,2016-08-30 11:42:18.000,53314
220,622,2016-03-29 11:23:11.000,35982
221,3421,2015-07-25 09:57:03.000,40980
222,1555,2015-06-30 06:54:44.000,12414
223,933,2015-12-25 23:08:31.000,20827
224,1244,2016-04-06 20:38:36.000,31662
225,2488,2016-11-25 00:58:47.000,34524
226,2488,2016-04-07 15:04:36.000,3944
227,2488,2016-01-19 11:37:31.000,12879
228,622,2015-10-06 20:09:38.000,21695
229,1866,2016-06-15 05:56:12.000,16188
230,1244,2016-09-30 09:35:42.000,28222
231,311,2015-10-13 09:33:16.000,10286
232,3421,2015-01-20 22:05:05.000,10474
233,2799,2016-06-04 03:10:40.000,9018
234,1244,2016-08-24 23:28:15.000,47310
235,2177,2015-02-22 13:55:41.000,22376
236,622,2015-07-31 15:43:27.000,19705
237,1555,2015-03-07 23:13:37.000,24852
238,1866,2016-01-30 00:44:44.000,586
239,3110,2015-08-18 13:13:52.000,54006
240,2799,2015-06-02 17:49:06.000,49980
241,2799,2016-09-16 18:05:16.000,24823
242,2799,2015-10-26 13:00:50.000,47442
243,2488,2016-11-19 14:17:52.000,24265
244,622,2016-01-17 04:11:38.000,29084
245,3110,2016-05-21 20:53:55.000,19904
246,622,2016-03-13 11:24:47.000,5106
247,2799,2015-05-31 17:05:07.000,5887
248,1555,2015-02-06 14:11:07.000,24956
249,1244,2016-04-09 22:38:55.000,57765
250,311,2015-02-04 10:49:13.000,27731
251,2488,2016-01-13 23:34:00.000,48621
252,2488,2016-12-12 07:50:00.000,21853
253,1244,2016-03-17 11:09:27.000,871
254,1555,2015-05-25 22:23:55.000,2238
255,311,2015-05-26 05:53:24.000,23871
256,2488,2015-04-22 13:17:00.000,49347
257,3421,2015-09-22 08:24:59.000,13813
258,622,2015-02-07 15:47:45.000,34700
259,1866,2015-07-03 00:40:55.000,44676
260,1555,2016-05-20 20:58:59.000,36790
261,2177,2016-04-13 14:47:57.000,13205
262,2799,2015-05-06 04:19:15.000,43398
263,3110,2015-08-09 15:54:27.000,11693
264,2799,2015-03-16 23:36:33.000,10497
265,3110,2016-11-30 17:40:38.000,57325
266,933,2015-04-27 07:41:47.000,23352
267,1555,2015-06-09 08:54:00.000,55642
268,3110,2015-09-07 20:22:40.000,11686
269,3421,2016-08-15 23:51:40.000,25180
270,3110,2015-06-30 11:31:33.000,59064
271,2177,2016-05-02 20:32:22.000,20765
272,3421,2016-09-06 18:53:02.000,11440
273,1244,2016-09-27 02:19:34.000,11971
274,1244,2016-09-28 07:02:18.000,58855
275,933,2016-03-18 22:18:30.000,12302
276,1866,2016-09-18 04:25:49.000,57526
277,3421,2015-10-31 21:53:42.000,24241
278,1555,2016-11-30 05:03:27.000,51147
279,311,2015-02-28 07:57:11.000,26794
280,1555,2015-09-25 00:09:08.000,18702
281,2799,2016-11-04 00:04:47.000,5104
282,2488,2016-07-13 03:46:24.000,32712
283,3110,2016-03-29 19:38:53.000,53827
284,1244,2015-08-22 12:42:36.000,6869
285,3110,2016-11-08 06:37:16.000,11284
286,1555,2016-02-07 13:16:07.000,24484
287,3421,2015-03-06 18:44:58.000,53294
288,2177,2016-10-26 00:47:51.000,58652
289,3110,2015-03-20 20:24:15.000,5511
290,2177,2015-09-28 09:33:20.000,47348
291,933,2016-09-08 23:40:31.000,25183
292,3421,2015-10-22 06:19:08.000,32237
293,933,2016-04-28 03:33:23.000,50288
294,1866,2015-08-06 14:56:15.000,11216
295,3421,2015-09-01 21:57:20.000,59264
296,1866,2015-08-20 11:42:33.000,53884
297,1866,2016-08-22 08:26:27.000,40120
298,2488,2015-05-01 10:12:08.000,21568
299,2177,2016-08-19 15:44:10.000,57522
300,1555,2016-04-27 18:25:53.000,13994
301,933,2015-07-08 07:13:00.000,21383
302,1555,2016-12-27 20:47:38.000,24410
303,2177,2016-09-10 17:04:20.000,5249
304,3110,2015-10-26 23:08:55.000,57894
305,2799,2015-08-24 03:11:33.000,45882
306,1244,2016-12-08 22:51:56.000,57326
307,1555,2016-03-26 06:13:45.000,19276
308,622,2015-08-20 16:26:41.000,45012
309,622,2015-06-10 15:45:25.000,43212
310,1555,2016-05-27 11:53:42.000,42390
311,1866,2015-04-18 06:59:05.000,17979
312,1866,2016-08-30 14:22:48.000,28067
313,311,2016-09-03 19:40:46.000,6338
314,1244,2016-05-15 13:27:09.000,5964
315,622,2015-07-13 05:45:35.000,7336
316,2177,2016-12-30 21:56:11.000,40502
317,933,2015-02-18 15:07:05.000,36483
318,2488,2016-11-25 19:43:27.000,54291
319,933,2015-08-17 19:04:49.000,29801
320,3110,2016-04-09 09:56:07.000,39272
321,1244,2016-07-06 17:24:39.000,3798
322,1244,2016-08-22 11:40:57.000,51108
323,3421,2015-10-24 12:18:38.000,12009
324,1244,2015-10-07 04:53:23.000,1635
325,3421,2015-05-01 03:48:19.000,28855
326,3110,2016-05-10 08:18:58.000,27562
327,2177,2016-07-20 12:25:03.000,46133
328,1555,2016-08-26 06:24:07.000,4154
329,933,2016-12-29 01:49:07.000,15397
330,622,2016-08-13 08:36:16.000,24528
331,2488,2016-02-27 06:02:53.000,22730
332,2488,2016-04-12 00:02:09.000,49314
333,622,2015-06-13 18:42:37.000,51816
334,2488,2015-02-04 21:18:51.000,15108
335,3421,2015-02-13 13:56:10.000,31615
336,1244,2016-07-28 15:35:44.000,45016
337,3421,2016-12-29 16:22:54.000,55213
338,933,2016-04-07 21:28:21.000,20851
339,3421,2015-06-23 18:33:55.000,56830
340,311,2015-09-05 12:44:38.000,25924
341,311,2015-10-19 00:32:26.000,18209
342,3421,2015-07-17 15:52:40.000,31164
343,1555,2015-09-13 11:09:52.000,36738
344,1555,2016-06-30 12:06:07.000,57673
345,311,2016-05-11 09:02:39.000,22290
346,1244,2016-01-15 09:02:11.000,29959
347,2799,2016-02-24 11:48:00.000,40948
348,2799,2016-09-12 17:05:36.000,8939
349,3110,2015-01-09 10:44:17.000,38116
350,622,2015-09-19 16:07:14.000,3690
351,622,2016-01-28 04:27:22.000,25371
352,1244,2015-02-11 18:37:26.000,32276
353,2177,2015-02-02 04:38:25.000,48075
354,3421,2015-04-26 13:12:00.000,22180
355,2799,2016-06-08 11:33:05.000,4235
356,622,2015-02-19 13:28:37.000,34054
357,1555,2016-09-16 13:31:49.000,21701
358,3421,2016-09-04 21:35:46.000,29699
359,3421,2015-11-22 03:58:32.000,52516
360,622,2016-11-19 10:48:57.000,16509
361,3110,2016-10-09 09:04:55.000,57253
362,1244,2015-07-17 08:27:00.000,14415
363,2177,2016-05-02 16:53:15.000,8121
364,3421,2016-04-13 11:19:18.000,12068
365,311,2016-11-03 02:54:39.000,43503
366,622,2015-08-22 13:35:53.000,55697
367,3110,2016-12-26 02:46:10.000,35915
368,933,2015-11-02 07:27:12.000,27257
369,622,2015-10-19 13:09:38.000,21297
370,1244,2015-08-06 08:34:08.000,55610
371,1866,2016-12-20 03:21:18.000,48773
372,3421,2016-10-08 06:46:46.000,14240
373,3110,2016-04-28 11:50:57.000,14465
374,933,2015-03-11 02:36:51.000,39666
375,1866,2016-07-17 23:26:53.000,33491
376,2799,2015-07-03 17:08:42.000,11686
377,933,2016-07-01 13:57:33.000,16939
378,3421,2016-10-21 11:06:31.000,56763
379,2177,2015-05-21 13:09:42.000,54882
380,3110,2016-10-12 10:05:21.000,25937
381,933,2015-09-18 06:12:37.000,27766
382,311,2015-02-02 10:47:37.000,14947
383,933,2015-05-03 16:33:37.000,37510
384,2799,2016-11-09 08:18:17.000,51442
385,1555,2016-11-28 06:23:44.000,31152
386,1555,2015-10-29 23:19:50.000,18204
387,2177,2015-12-08 04:58:22.000,10649
388,1866,2016-03-05 05:31:52.000,55860
389,2177,2016-12-18 12:21:41.000,41112
390,2799,2016-05-13 20:36:09.000,12850
391,2177,2016-08-04 16:31:30.000,32851
392,2177,2016-01-27 07:39:49.000,23031
393,622,2015-06-02 06:16:22.000,31752
394,622,2016-06-26 05:00:28.000,36171
395,933,2015-11-13 06:25:09.000,11009
396,2488,2015-04-16 08:02:00.000,3223
397,3110,2016-10-04 17:19:31.000,4004
398,1866,2015-06-13 17:38:55.000,16460
399,2799,2016-09-15 01:30:59.000,14129
400,2799,2015-01-20 22:19:00.000,46544
401,1244,2016-01-29 18:27:51.000,45359
402,2488,2015-08-22 03:54:15.000,28706
403,3110,2016-01-31 06:06:25.000,50170
404,1555,2015-10-10 19:05:52.000,55933
405,2177,2015-09-25 10:46:38.000,54682
406,2799,2015-11-11 17:16:02.000,16371
407,1866,2015-09-03 22:18:00.000,6491
408,3421,2015-02-16 12:11:39.000,37725
409,1866,2015-10-24 16:13:28.000,34763
410,1244,2015-02-27 20:39:37.000,55350
411,1866,2015-03-22 05:31:55.000,6979
412,3110,2015-02-08 02:27:33.000,42394
413,3421,2016-03-25 05:43:38.000,56248
414,311,2015-10-21 23:33:13.000,970
415,1244,2016-02-29 23:20:18.000,12825
416,1555,2016-09-29 00:32:40.000,44919
417,3110,2015-06-03 10:47:20.000,19385
418,311,2016-05-18 12:22:33.000,4314
419,1866,2016-02-04 06:54:10.000,59866
420,622,2016-09-21 05:52:26.000,18446
421,1244,2016-02-23 22:36:18.000,53946
422,3421,2015-01-02 19:56:43.000,9653
423,3110,2016-08-01 04:09:31.000,9079
424,3421,2015-02-20 19:44:18.000,22463
425,2488,2015-09-30 12:08:19.000,58212
426,3110,2015-04-03 22:50:47.000,2668
427,2177,2016-07-22 18:28:16.000,11560
428,1555,2015-07-13 09:53:32.000,1104
429,2488,2015-01-26 11:44:16.000,17796
430,3110,2016-08-04 05:47:31.000,41791
431,2799,2016-09-11 21:01:35.000,44919
432,1866,2016-01-12 08:55:02.000,10837
433,1866,2016-10-01 14:09:16.000,10259
434,2799,2015-02-10 18:53:27.000,32864
435,2799,2015-08-23 12:00:24.000,38610
436,3421,2016-07-22 00:49:54.000,43340
437,3110,2015-06-02 16:59:10.000,6974
438,622,2016-02-22 20:48:06.000,9508
439,3110,2016-05-09 17:30:41.000,20976
440,311,2015-02-02 03:08:30.000,7187
441,933,2015-04-24 04:30:54.000,43191
442,622,2016-02-18 06:22:49.000,2798
443,2177,2015-11-03 13:10:56.000,29958
444,933,2016-05-31 11:05:55.000,3475
445,3421,2016-12-08 11:58:33.000,58559
446,933,2015-03-08 23:33:23.000,7600
447,3421,2015-02-08 06:25:54.000,41385
448,2488,2015-03-13 21:21:23.000,1111
449,2799,2016-04-13 09:18:15.000,5046
450,1244,2015-02-01 02:27:02.000,16493
451,1244,2015-08-11 10:20:11.000,41564
452,2799,2015-03-04 12:13:13.000,10516
453,3421,2015-08-26 09:35:39.000,45161
454,311,2015-05-17 03:22:46.000,4751
455,3421,2015-04-18 18:25:20.000,14491
456,3421,2016-09-15 12:22:24.000,42970
457,2799,2015-07-28 23:13:41.000,31304
458,3110,2015-09-25 02:31:38.000,57931
459,2177,2016-04-20 06:35:18.000,34480
460,1244,2015-02-17 23:03:07.000,56296
461,311,2015-05-26 14:20:28.000,32158
462,622,2015-06-11 06:04:21.000,32970
463,2488,2016-08-09 01:36:25.000,58518
464,2799,2015-01-25 06:27:38.000,33091
465,622,2016-10-06 19:21:43.000,44165
466,622,2015-01-03 16:15:10.000,37338
467,3110,2016-11-02 16:20:31.000,51214
468,1244,2015-06-02 08:06:47.000,24722
469,311,2016-02-09 18:14:16.000,54314
470,1244,2015-06-29 11:00:56.000,45195
471,1866,2016-04-14 18:06:24.000,49445
472,622,2016-04-05 12:36:20.000,46862
473,2488,2016-11-27 15:24:48.000,35829
474,311,2015-04-13 05:02:03.000,37204
475,2488,2015-10-30 19:33:47.000,58187
476,311,2015-03-08 11:14:03.000,54791
477,622,2016-03-25 05:56:27.000,32443
478,311,2015-11-15 07:45:52.000,13905
479,2799,2015-08-24 15:04:40.000,52702
480,311,2016-04-11 13:59:10.000,40366
481,1866,2015-12-29 04:32:28.000,16593
482,622,2016-12-05 11:03:40.000,12950
483,933,2016-05-17 16:37:59.000,35538
484,1244,2016-04-11 12:16:22.000,30767
485,3421,2016-10-07 11:16:42.000,26475
486,2177,2016-09-12 10:01:30.000,9863
487,2177,2015-01-18 06:34:20.000,36183
488,3421,2015-04-13 07:24:35.000,2670
489,1866,2016-06-21 07:35:40.000,20454
490,622,2015-05-02 06:29:02.000,31877
491,3110,2016-05-13 22:53:30.000,46612
492,1555,2016-02-10 00:42:52.000,14749
493,311,2016-06-02 15:38:46.000,40543
494,622,2016-07-22 19:32:18.000,9725
495,1244,2015-07-10 17:28:45.000,39331
496,622,2015-10-19 14:57:32.000,54680
497,2799,2015-08-22 21:17:44.000,14626
498,1244,2015-11-14 17:03:13.000,21934
499,2177,2016-09-22 15:17:16.000,35193
500,2488,2016-07-14 11:38:56.000,18271
501,1555,2015-03-27 19:04:28.000,11357
502,933,2016-12-14 11:57:01.000,36499
503,3421,2015-09-26 11:55:40.000,14111
504,2177,2015-11-26 05:26:53.000,47012
505,1555,2015-03-24 13:07:13.000,1241
506,2488,2016-01-20 21:38:28.000,3460
507,311,2015-09-10 03:38:15.000,29070
508,2799,2016-01-12 04:49:33.000,20420
509,3421,2015-02-14 05:15:44.000,53997
510,1555,2016-08-09 07:51:29.000,55068
511,2799,2015-07-31 18:37:08.000,2653
512,622,2016-03-27 00:59:12.000,22175
513,3110,2016-07-17 02:47:58.000,11623
514,1244,2016-02-17 09:07:11.000,43793
515,1866,2015-07-10 00:43:02.000,22258
516,2177,2015-09-10 16:46:52.000,37163
517,2799,2015-01-14 20:15:56.000,3647
518,1555,2015-06-29 12:34:10.000,58145
519,622,2016-05-10 08:45:32.000,32285
520,1555,2015-10-05 08:51:34.000,13031
521,933,2015-06-16 20:07:09.000,29279
522,2799,2016-09-13 10:45:05.000,26010
523,2177,2016-09-28 02:17:24.000,54903
524,2177,2016-02-23 08:04:59.000,53817
525,1866,2015-12-20 18:24:19.000,9773
526,3421,2016-07-07 09:46:08.000,11832
527,3110,2015-08-18 06:30:03.000,31601
528,3421,2015-04-19 19:18:14.000,48070
529,2799,2016-07-13 21:31:56.000,54988
530,2488,2016-06-11 04:48:18.000,20428
531,2177,2016-08-05 07:58:06.000,39664
532,1555,2015-10-08 01:05:46.000,23639
533,1555,2015-11-15 17:26:42.000,31898
534,1244,2015-06-25 19:13:46.000,29446
535,2177,2015-12-09 22:52:08.000,52327
536,1555,2016-06-14 01:57:35.000,49286
537,622,2015-06-26 23:16:39.000,33046
538,1555,2016-07-16 13:52:13.000,6353
539,1555,2015-01-15 20:53:14.000,30903
540,311,2016-01-29 23:57:25.000,43306
541,1866,2016-10-21 11:20:36.000,50815
542,933,2016-12-29 09:31:23.000,4340
543,3421,2016-06-27 12:47:22.000,36472
544,2177,2015-09-17 18:37:48.000,16915
545,3110,2015-12-25 06:08:56.000,49576
546,2177,2015-03-15 11:15:45.000,40112
547,3110,2015-11-03 06:27:41.000,27702
548,1244,2016-01-26 06:42:58.000,29435
549,622,2016-12-13 16:07:58.000,50651
550,933,2016-04-02 06:06:15.000,54967
551,1555,2015-11-10 07:00:17.000,42475
552,2177,2015-12-24 19:16:09.000,54197
553,622,2015-06-11 23:52:44.000,678
554,622,2015-03-03 14:55:59.000,32505
555,1555,2016-05-10 13:44:33.000,21504
556,1244,2016-10-03 06:58:08.000,12038
557,2488,2015-01-14 03:26:28.000,42881
558,2177,2015-10-27 13:33:15.000,35303
559,3110,2015-07-04 05:17:44.000,42700
560,1555,2016-09-26 18:33:02.000,37410
561,622,2016-04-18 08:25:20.000,15539
562,1244,2016-11-14 11:19:54.000,54366
563,1555,2016-03-02 13:51:32.000,7597
564,311,2016-09-21 18:17:17.000,24862
565,1866,2016-12-15 04:19:32.000,30365
566,1244,2015-05-16 04:34:06.000,48384
567,933,2016-04-21 13:31:57.000,1275
568,3421,2016-04-23 20:19:36.000,40920
569,311,2016-04-08 09:28:09.000,36717
570,2177,2015-12-05 07:39:49.000,43551
571,2488,2015-12-03 01:25:10.000,24042
572,3110,2015-05-09 14:18:21.000,55984
573,1555,2015-07-10 01:29:28.000,37579
574,1866,2015-01-31 12:27:38.000,55419
575,1555,2016-08-09 09:15:11.000,41309
576,2799,2016-02-07 07:39:37.000,1667
577,933,2016-11-21 23:40:29.000,17220
578,1244,2015-02-15 14:15:31.000,56871
579,311,2016-02-24 05:16:46.000,41240
580,1866,2016-05-05 20:35:41.000,9633
581,2488,2015-06-16 17:22:29.000,23247
582,3421,2015-03-17 13:07:41.000,42719
583,933,2015-12-15 15:14:53.000,53097
584,2799,2016-10-03 00:03:18.000,8046
585,622,2015-03-04 22:46:26.000,31116
586,1555,2016-12-02 05:00:42.000,48475
587,1244,2015-06-23 12:12:56.000,35340
588,311,2016-04-20 11:27:03.000,11850
589,1555,2016-12-08 07:05:53.000,14443
590,622,2016-08-09 07:02:11.000,36699
591,2799,2016-08-04 13:28:36.000,20435
592,622,2016-08-20 20:16:00.000,43411
593,3110,2015-12-16 18:25:52.000,14710
594,3110,2015-06-05 01:44:17.000,37899
595,311,2016-06-15 07:16:41.000,19499
596,2799,2015-09-16 13:47:36.000,56527
597,622,2016-08-12 19:22:54.000,12569
598,1866,2015-11-13 04:43:15.000,32360
599,933,2015-04-22 07:07:40.000,43568
600,622,2015-07-29 21:26:40.000,21463
601,622,2016-04-10 09:18:37.000,29821
602,2799,2016-04-20 02:04:26.000,19479
603,1244,2015-05-15 14:29:18.000,42926
604,933,2016-10-17 02:14:40.000,399
605,2177,2015-06-15 14:06:04.000,7989
606,1866,2016-06-22 06:49:12.000,11306
607,933,2015-08-10 05:54:10.000,11752
608,933,2015-11-06 20:09:55.000,48714
609,311,2015-04-17 10:14:50.000,9301
610,622,2015-07-29 02:46:54.000,19040
611,311,2016-06-24 13:47:45.000,21272
612,1555,2016-11-04 20:15:40.000,22378
613,311,2015-01-05 13:23:42.000,56697
614,1555,2015-04-06 22:15:17.000,31212
615,3421,2015-02-25 20:41:36.000,31580
616,2799,2015-04-06 13:28:26.000,28736
